101 Dalmatians | 101 dalmatians | m.018gq3 | film.film.story_by | m.018k1r | Dodie Smith | Who wrote the 1956 novel ‘101 Dalmatians’? | Dodie Smith
Narnia? series | the chronicles of narnia | m.07k3w | book.literary_series.works_in_this_series | m.01k43v | The Lion, The Witch and The Wardrobe | What is the title of the first novel to be published in the ‘Chronicles of Narnia’ series by C S Lewis? | The Lion, The Witch and The Wardrobe
Narnia | the chronicles of narnia | m.059ccrs | book.book_edition.author_editor | m.01wd02c | C. S. Lewis | Which author created the fictional land of Narnia? | C. S. Lewis
Narnia | the chronicles of narnia | m.0639bg | film.film.story_by | m.01wd02c | C. S. Lewis | Which author created the fictional land of Narnia? | C. S. Lewis
Narnia | the chronicles of narnia | m.07k3w | book.literary_series.author_s | m.01wd02c | C. S. Lewis | Which author created the fictional land of Narnia? | C. S. Lewis
Narnia | the chronicles of narnia | m.07k3w | book.literary_series.works_in_this_series | m.01zk6m | The Last Battle | What is the last book in the Chronicles of Narnia by C.S. Lewis? | The Last Battle
Narnia | the chronicles of narnia | m.09x1rw | tv.tv_program.program_creator | m.01wd02c | C. S. Lewis | Which author created the fictional land of Narnia? | C. S. Lewis
NASA | nasa | m.06wfq94 | base.yupgrade.user.topics | m.01266_ | Space | What does the letter `S` stand for in `NASA`? Space, Science or Society? | Space
NASA | nasa | m.06wfq94 | base.yupgrade.user.topics | m.05f4p | National Aeronautics and Space Administration | What does NASA stand for? | National Aeronautics and Space Administration
NASA | nasa | m.075dg4s | base.yupgrade.user.topics | m.026gcw | Opportunity | What was the name of the second NASA probe to land on Mars? | Opportunity
NASA | nasa | m.075dg4s | base.yupgrade.user.topics | m.09cws | Mars | In August 2011 NASA announced that photographic evidence had been captured of possible liquid water of which planet in our solar system? | Mars
NASA | nasa | m.075dg4s | base.yupgrade.user.topics | m.0wl4 | Aeronautics | What does the first `A` stand for in NASA? | Aeronautics
NASA | nasa | m.0yz942j | internet.website.owner | m.05f4p | National Aeronautics and Space Administration | What does NASA stand for? | National Aeronautics and Space Administration
Nashville | nashville, tennessee | m.05jbn | base.biblioness.bibs_location.state | m.07h34 | Tennessee | Nashville is the capital of which American state? | Tennessee
Nashville | nashville, tennessee | m.05jbn | location.location.containedby | m.07h34 | Tennessee | Nashville is the capital of which American state? | Tennessee
Nasser | gamal abdel nasser | m.0dnny | people.person.nationality | m.02k54 | Egypt | Lake Nasser is in which African country? | Egypt
Natalie Cole | natalie cole | m.026spg | music.artist.track | m.0mjhtq | Unforgettable | Natalie Cole with Nat King Cole won the 1991 Grammy for Record of the Year for which song? | Unforgettable
Nathan Birnbaum | nathan birnbaum | m.01t94_1 | book.author.works_written | m.06jpmy8 | George Burns | US comedian and actor Nathan Birnbaum, born in 1898, was better known by what name? | George Burns
Nathan Birnbaum | nathan birnbaum | m.01t94_1 | music.artist.track | m.0sh4w74 | George Burns | US comedian and actor Nathan Birnbaum, born in 1898, was better known by what name? | George Burns
Nathan Detroit | guys and dolls | m.01bvnmq | music.recording.artist | m.02_fj | Frank Sinatra | Who played Nathan Detroit in the 1955 film Guys and Dolls? | Frank Sinatra
Nathaniel Hawthorne | nathaniel hawthorne | m.05gpy | book.author.book_editions_published | m.04t_k83 | The Scarlet Letter | Hester Prynnne is the main character in which novel by US author Nathaniel Hawthorne? | The Scarlet Letter
Nathaniel Hawthorne | nathaniel hawthorne | m.05gpy | book.author.works_written | m.01pk4g | The Scarlet Letter | Hester Prynnne is the main character in which novel by US author Nathaniel Hawthorne? | The Scarlet Letter
Nathaniel Hawthorne | nathaniel hawthorne | m.05gpy | film.film_story_contributor.film_story_credits | m.03h082k | The Scarlet Letter | Hester Prynnne is the main character in which novel by US author Nathaniel Hawthorne? | The Scarlet Letter
national anthem | national anthem | m.012nxz52 | film.film.country | m.0d05w3 | China |  ‘March of the Volunteers’ is the national anthem of which country? | China
national anthem | national anthem | m.0dqdmlp | music.recording.song | m.07mx2 | The Star-Spangled Banner |  ‘O, say can you see by the dawn’s early light…’ is the opening line to which national anthem? | The Star-Spangled Banner
national anthem | national anthem | m.0ycrfxt | music.recording.song | m.07mx2 | The Star-Spangled Banner | What is the title of the United States of America National Anthem? | The Star-Spangled Banner
National Lottery | national lottery | m.02ztws | base.gambling.lottery.managed_by | m.02xgxj | Camelot Group | In 1994 which consortium was granted the licence to run the UK’s first National Lottery? | Camelot Group
National Railway Museum | national railway museum | m.019gfr | travel.tourist_attraction.near_travel_destination | m.088cp | York | In which city in England is the National Railway Museum? | York
national team | new zealand national rugby union team | m.0148q6 | sports.sports_team.location | m.0ctw_b | New Zealand | Which national team won the 2011 Rugby Union World Cup? | New Zealand
National Theatre | national theatre | m.016fd5 | organization.organization.founders | m.0byfz | Laurence Olivier | Which famous actor was the first director of the National Theatre? | Laurence Olivier
National Theatre | royal national theatre | m.016fd5 | organization.organization.founders | m.0byfz | Laurence Olivier | Which famous actor was the first director of the National Theatre? | Laurence Olivier
nation | nation | m.0__6c_t | music.release.region | m.07ssc | Great Britain | Albion is the oldest known name for which nation? | Great Britain
Native American | native americans in the united states | m.059_w | people.ethnicity.people | m.01jggg | Pocahontas | What was the name of the daughter of the Native American chief of the Powhatan Confederacy who married English settler John Rolfe in 1613? | Pocahontas
Nat King Cole | nat king cole | m.037v190 | music.release.track_list | m.0rr4b2v | Mona Lisa | What artistic term gave Nat King Cole his first Number 1of 1950? | Mona Lisa
Nat King Cole | nat king cole | m.037v190 | music.release.track | m.0xp3db | Mona Lisa | What artistic term gave Nat King Cole his first Number 1of 1950? | Mona Lisa
Nat King Cole | nat king cole | m.03h_yfh | music.artist.album | m.0_r3wyy | Mona Lisa | What artistic term gave Nat King Cole his first Number 1of 1950? | Mona Lisa
Nat King Cole | nat king cole | m.03h_yfh | music.artist.track | m.0f43tns | Mona Lisa | What artistic term gave Nat King Cole his first Number 1of 1950? | Mona Lisa
Nat King | nat king cole | m.03h_yfh | music.artist.album | m.01kvbbz | Unforgettable | Natalie Cole with Nat King Cole won the 1991 Grammy for Record of the Year for which song? | Unforgettable
Nat King | nat king cole | m.03h_yfh | music.artist.track | m.0f6zw3j | Unforgettable | Natalie Cole with Nat King Cole won the 1991 Grammy for Record of the Year for which song? | Unforgettable
Nat King | nat king cole | m.049l0x7 | music.release.track_list | m.0rrnj3w | Unforgettable | Natalie Cole with Nat King Cole won the 1991 Grammy for Record of the Year for which song? | Unforgettable
Nat King | nat king cole | m.049l0x7 | music.release.track | m.0mjhtq | Unforgettable | Natalie Cole with Nat King Cole won the 1991 Grammy for Record of the Year for which song? | Unforgettable
NATO | nato | m.059dn | organization.organization.founders | m.03rj0 | Iceland | Which NATO member country has the smallest population? | Iceland
NATO | nato | m.059dn | user.ktrueman.default_domain.international_organization.member_states | m.03rj0 | Iceland | Which NATO member country has the smallest population? | Iceland
NATO | nato | m.05gp8w | internet.top_level_domain.sponsor | m.059dn | North Atlantic Treaty Organization | What does NATO stand for? | North Atlantic Treaty Organization
Natural Born Killers | natural born killers | m.059rc | film.film.directed_by | m.05kfs | Oliver Stone | Who directed the 1994 film ‘Natural Born Killers’? | Oliver Stone
Natural Born Killers | natural born killers | m.059rc | film.film.directed_by | m.05kfs | Oliver Stone | Who directed the film `Natural Born Killers`? | Oliver Stone
Natural Born Killers | natural born killers | m.059rc | film.film.written_by | m.05kfs | Oliver Stone | Who directed the 1994 film ‘Natural Born Killers’? | Oliver Stone
Natural Born Killers | natural born killers | m.059rc | film.film.written_by | m.05kfs | Oliver Stone | Who directed the film `Natural Born Killers`? | Oliver Stone
naturalist | natural history | m.01664_ | book.book_subject.works | m.04t22yt | Charles Darwin | The Mount in Shrewsbury, Shropshire was the birthplace of which 19th Century naturalist? | Charles Darwin
natural selection | natural selection | m.04t39r_ | book.written_work.author | m.01lwx | Charles Darwin | Which British scientist originated the theory of evolution based on natural selection? | Charles Darwin
natural selection | natural selection | m.059hl | base.concepts.concept.developed_by | m.01lwx | Charles Darwin | Which British scientist originated the theory of evolution based on natural selection? | Charles Darwin
natural selection | natural selection | m.059hl | user.coco.science.concepts_theories.conceptualizer | m.01lwx | Charles Darwin | Which British scientist originated the theory of evolution based on natural selection? | Charles Darwin
nature | nature | m.05h0n | film.film_genre.films_in_this_genre | m.07sd5xk | Volcanoes | In nature, what are active, dormant and extinct? | Volcanoes
nature | nature | m.05h0n | media_common.literary_genre.books_in_this_genre | m.04wbtsj | Volcanoes | In nature, what are active, dormant and extinct? | Volcanoes
Naughty Girl | naughty girl | m.01mppv6 | music.album.artist | m.01mpq7s | Beyonce | Who was a “Naughty Girl” in 2004? | Beyonce
Naughty Girl | naughty girl | m.0dsl_2x | music.recording.artist | m.01mpq7s | Beyonce | Who was a “Naughty Girl” in 2004? | Beyonce
Naughty Girl | naughty girl | m.0l0qxd | music.composition.composer | m.01mpq7s | Beyonce | Who was a “Naughty Girl” in 2004? | Beyonce
Naughty Girl | naughty girl | m.0my5h5j | music.music_video.artist | m.01mpq7s | Beyonce | Who was a “Naughty Girl” in 2004? | Beyonce
Nazi | nazism | m.05hyf | base.activism.activism_issue.activists | m.04f2k | Klaus Barbie | Which Nazi war criminal was officially charged with war crimes in February 1983? | Klaus Barbie
neckerchief | neckerchief | m.01h6tb | common.topic.subject_of | m.05_j9y | Woggle | Which W is a loop or ring of leather through which a Scout’s neckerchief ends are threaded? | Woggle
Negev desert | negev | m.011xr8 | location.location.containedby | m.03spz | Israel | In which country would you find the Negev desert | Israel
Neil Hannon | neil hannon | m.05lf6d2 | common.image.appears_in_topic_gallery | m.01vs4g7 | The Divine Comedy | In 1989 Neil Hannon created and is the frontman of which band? | The Divine Comedy
Neil Hannon | neil hannon | m.05lf6d2 | common.image.appears_in_topic_gallery | m.01vs4g7 | The Divine Comedy | Neil Hannon had 9 top 40 singles in the 1990s under what name? | The Divine Comedy
Neil Simon | neil simon | m.05jjl | book.author.works_written | m.02f35g | The Odd Couple | Oscar Madison and Felix Unger are better known as which fictional Neil Simon characters? | The Odd Couple
Neil Simon | neil simon | m.05jjl | film.film_story_contributor.film_story_credits | m.0g7g1t | The Odd Couple | Oscar Madison and Felix Unger are better known as which fictional Neil Simon characters? | The Odd Couple
Neil Simon | neil simon | m.05jjl | film.writer.film | m.0g7g1t | The Odd Couple | Oscar Madison and Felix Unger are better known as which fictional Neil Simon characters? | The Odd Couple
Nelly Furtado | nelly furtado | m.0bqsy | people.person.nationality | m.0d060g | Canada | Nelly Furtado was born in which country? | Canada
Nelson Mandela | nelson mandela | m.0wcvlf | music.recording.artist | m.017m_v | The Specials | Which group had top ten hits with `Gangsters` and `Nelson Mandela`? | The Specials
Nelson Mandela | nelson mandela | m.0wkts54 | music.album.artist | m.017m_v | The Specials | Which group had top ten hits with `Gangsters` and `Nelson Mandela`? | The Specials
Nelson Piquet | nelson piquet | m.01d1bs | people.person.nationality | m.015fr | Brazil | Former Formula One racing driver Nelson Piquet was born in which country? | Brazil
Nelson Wilbury | traveling wilburys | m.0bfjssq | music.release.producers | m.03bnv | George Harrison | Which member of the Beatles was also known as Nelson Wilbury? | George Harrison
Nemo | nemo | m.08ndlxb | fictional_universe.fictional_character.parents | m.09nx23w | Marlin | In `Finding Nemo` what is the name of Nemo`s dad who is looking for him? | Marlin
Nemo | nemo | m.08ndlxb | fictional_universe.fictional_character.parents | m.0cl9kvr | Coral | What is the name of Marlins wife in “Finding Nemo”? | Coral
Nemo ` s dad | finding nemo | m.010sd4x0 | book.book.characters | m.09nx23w | Marlin | In `Finding Nemo` what is the name of Nemo`s dad who is looking for him? | Marlin
Nemrut | nemrut | m.0bt9w5 | location.location.containedby | m.01znc_ | Turkey | Mount Nemrut is in which European country? | Turkey
Nepal | nepal | m.016zwt | user.lapax.default_domain.landlocked_country.surrounded_by | m.03rk0 | India | Everest climb 1953 put flags UK UN Nepal and where on top | India
Nephology | cloud | m.01xrz7c | type.type.expected_by | m.01xrzhq | Clouds | Nephology is the study of what? | Clouds
Neptune | neptune | m.0c31h | astronomy.celestial_object.locations | m.0268w7 | Great Dark Spot | Which of these is a feature of Neptune? | Great Dark Spot
Neptune | neptune | m.0c31h | astronomy.orbital_relationship.orbited_by | m.016wct | Proteus | Which of the following moons of Neptune is the largest? | Proteus
Neptune | neptune | m.0c31h | astronomy.orbital_relationship.orbited_by | m.05f1v | Nereid | Which of the following moons of Neptune is the largest? | Nereid
Neptune | neptune | m.0c31h | astronomy.orbital_relationship.orbited_by | m.0c2yc | Triton | Which of the following moons of Neptune is the largest? | Triton
